Ligand receptor pair,Source,PMID support,Ligand gene symbol,Ligand HGNC ID,Ligand location,Receptor gene symbol,Receptor HGNC ID,HGNC L R,secondary source?
COL2A1 ITGB1,Ramilowski_2015_Literature_supported,"7688313, 9685391,",COL2A1,HGNC:2200,secreted,ITGB1,HGNC:6153,HGNC:2200 HGNC:6153,
COL2A1 MAG,Ramilowski_2015_Literature_supported,"2446864,",COL2A1,HGNC:2200,secreted,MAG,HGNC:6783,HGNC:2200 HGNC:6783,
COL2A1 TNFRSF10A,Ramilowski_2015_Literature_supported,"9811967,",COL2A1,HGNC:2200,secreted,TNFRSF10A,HGNC:11904,HGNC:2200 HGNC:11904,
COL3A1 DDR1,Ramilowski_2015_Literature_supported,"9659900,",COL3A1,HGNC:2201,secreted,DDR1,HGNC:2730,HGNC:2201 HGNC:2730,
COL3A1 DDR2,Ramilowski_2015_Literature_supported,"9659899,",COL3A1,HGNC:2201,secreted,DDR2,HGNC:2731,HGNC:2201 HGNC:2731,
COL3A1 MAG,Ramilowski_2015_Literature_supported,"2446864,",COL3A1,HGNC:2201,secreted,MAG,HGNC:6783,HGNC:2201 HGNC:6783,
COL4A1 CD93,Ramilowski_2015_Literature_supported,"1377218,",COL4A1,HGNC:2202,secreted,CD93,HGNC:15855,HGNC:2202 HGNC:15855,
COL4A1 ITGA1,Ramilowski_2015_Literature_supported,"8223488,",COL4A1,HGNC:2202,secreted,ITGA1,HGNC:6134,HGNC:2202 HGNC:6134,
COL4A1 ITGAV,Ramilowski_2015_Literature_supported,"14610079,",COL4A1,HGNC:2202,secreted,ITGAV,HGNC:6150,HGNC:2202 HGNC:6150,
COL4A1 ITGB1,Ramilowski_2015_Literature_supported,"8223488,",COL4A1,HGNC:2202,secreted,ITGB1,HGNC:6153,HGNC:2202 HGNC:6153,
COL4A1 ITGB8,Ramilowski_2015_Literature_supported,"7542940,",COL4A1,HGNC:2202,secreted,ITGB8,HGNC:6163,HGNC:2202 HGNC:6163,
COL4A2 CD93,Ramilowski_2015_Literature_supported,"1377218,",COL4A2,HGNC:2203,secreted,CD93,HGNC:15855,HGNC:2203 HGNC:15855,
COL4A3 CD47,Ramilowski_2015_Literature_supported,"10493512,",COL4A3,HGNC:2204,secreted,CD47,HGNC:1682,HGNC:2204 HGNC:1682,
COL4A3 CD93,Ramilowski_2015_Literature_supported,"1377218,",COL4A3,HGNC:2204,secreted,CD93,HGNC:15855,HGNC:2204 HGNC:15855,
COL4A3 ITGAV,Ramilowski_2015_Literature_supported,"12842087,",COL4A3,HGNC:2204,secreted,ITGAV,HGNC:6150,HGNC:2204 HGNC:6150,
COL4A5 CD93,Ramilowski_2015_Literature_supported,"1377218,",COL4A5,HGNC:2207,secreted,CD93,HGNC:15855,HGNC:2207 HGNC:15855,
COL4A6 CD93,Ramilowski_2015_Literature_supported,"1377218,",COL4A6,HGNC:2208,secreted,CD93,HGNC:15855,HGNC:2208 HGNC:15855,
COL5A1 SDC3,Ramilowski_2015_Literature_supported,"11751872,",COL5A1,HGNC:2209,secreted,SDC3,HGNC:10660,HGNC:2209 HGNC:10660,
COL5A2 DDR1,Ramilowski_2015_Literature_supported,"9659900,",COL5A2,HGNC:2210,secreted,DDR1,HGNC:2730,HGNC:2210 HGNC:2730,
COL5A3 SDC3,Ramilowski_2015_Literature_supported,"11751872,",COL5A3,HGNC:14864,secreted,SDC3,HGNC:10660,HGNC:14864 HGNC:10660,
COL8A1 ITGA1,Ramilowski_2015_Literature_supported,"10666376,",COL8A1,HGNC:2215,secreted,ITGA1,HGNC:6134,HGNC:2215 HGNC:6134,
COL8A1 ITGA2,Ramilowski_2015_Literature_supported,"10666376,",COL8A1,HGNC:2215,secreted,ITGA2,HGNC:6137,HGNC:2215 HGNC:6137,
COL9A1 MAG,Ramilowski_2015_Literature_supported,"2446864,",COL9A1,HGNC:2217,secreted,MAG,HGNC:6783,HGNC:2217 HGNC:6783,
COL9A2 MAG,Ramilowski_2015_Literature_supported,"2446864,",COL9A2,HGNC:2218,secreted,MAG,HGNC:6783,HGNC:2218 HGNC:6783,
COL9A3 MAG,Ramilowski_2015_Literature_supported,"2446864,",COL9A3,HGNC:2219,secreted,MAG,HGNC:6783,HGNC:2219 HGNC:6783,
COLQ MUSK,Ramilowski_2015_Literature_supported,"15159418,",COLQ,HGNC:2226,secreted,MUSK,HGNC:7525,HGNC:2226 HGNC:7525,
COMP CD47,Hou et al. 2020 (this publication),"20033473,",COMP,HGNC:2227,secreted,CD47,HGNC:1682,HGNC:2227 HGNC:1682,
COMP ITGA5,Hou et al. 2020 (this publication),"20033473,",COMP,HGNC:2227,secreted,ITGA5,HGNC:6141,HGNC:2227 HGNC:6141,
COMP ITGB3,Hou et al. 2020 (this publication),"20033473,",COMP,HGNC:2227,secreted,ITGB3,HGNC:6156,HGNC:2227 HGNC:6156,
CORT GHSR,Ramilowski_2015_Literature_supported,"11227737,11227737,",CORT,HGNC:2257,secreted,GHSR,HGNC:4267,HGNC:2257 HGNC:4267,
CORT MRGPRX2,Ramilowski_2015_Literature_supported,"12915402,12915402,",CORT,HGNC:2257,secreted,MRGPRX2,HGNC:17983,HGNC:2257 HGNC:17983,
CORT SSTR1,Ramilowski_2015_Literature_supported,"11011067,9650799, 10598788, 15333679,9205124, 9125122,",CORT,HGNC:2257,secreted,SSTR1,HGNC:11330,HGNC:2257 HGNC:11330,CellphoneDB
CORT SSTR2,Ramilowski_2015_Literature_supported,"9125122,9650799, 10598788, 15333679,9125122,",CORT,HGNC:2257,secreted,SSTR2,HGNC:11331,HGNC:2257 HGNC:11331,
CORT SSTR3,Ramilowski_2015_Literature_supported,"9125122,9650799, 10598788, 15333679,9125122, 9205124,",CORT,HGNC:2257,secreted,SSTR3,HGNC:11332,HGNC:2257 HGNC:11332,
CORT SSTR4,Ramilowski_2015_Literature_supported,"11011067,9650799, 10598788,9125122, 9205124,",CORT,HGNC:2257,secreted,SSTR4,HGNC:11333,HGNC:2257 HGNC:11333,CellphoneDB
CORT SSTR5,Ramilowski_2015_Literature_supported,"11011067,9650799, 10598788, 15333679,9205124, 9125122,",CORT,HGNC:2257,secreted,SSTR5,HGNC:11334,HGNC:2257 HGNC:11334,
CP SLC40A1,Ramilowski_2015_Literature_supported,"24921009,",CP,HGNC:2295,secreted,SLC40A1,HGNC:10909,HGNC:2295 HGNC:10909,
CPAMD8 SCTR,Ramilowski_2015_Literature_supported,"1335692,",CPAMD8,HGNC:23228,secreted,SCTR,HGNC:10608,HGNC:23228 HGNC:10608,
CRH CRHR1,Ramilowski_2015_Literature_supported,"8536644,7692441, 9326293, 9851694, 11123370, 8612563, 7477349,9178757,",CRH,HGNC:2355,secreted,CRHR1,HGNC:2357,HGNC:2355 HGNC:2357,
CRH CRHR2,Ramilowski_2015_Literature_supported,"8536644,11123370,8243338,",CRH,HGNC:2355,secreted,CRHR2,HGNC:2358,HGNC:2355 HGNC:2358,CellphoneDB_flipped
CRLF1 CNTFR,Hou et al. 2020 (this publication),"23355913,",CRLF1,HGNC:2364,secreted,CNTFR,HGNC:2170,HGNC:2364 HGNC:2170,
CRP OLR1,Ramilowski_2015_Literature_supported,"21821723,",CRP,HGNC:2367,secreted,OLR1,HGNC:8133,HGNC:2367 HGNC:8133,
CRTAM CADM1,Baccin et al. 2020 (RNA-Magnet),"16091383,",CRTAM,HGNC:24313,plasma membrane,CADM1,HGNC:5951,HGNC:24313 HGNC:5951,
CSF1 CSF1R,Ramilowski_2015_Literature_supported,"7883784,2408759, 8355686,",CSF1,HGNC:2432,secreted,CSF1R,HGNC:2433,HGNC:2432 HGNC:2433,CellphoneDB
CSF2 CSF2RA,Ramilowski_2015_Literature_supported,"2828352,10572088, 1702217, 8910448, 9211889,",CSF2,HGNC:2434,secreted,CSF2RA,HGNC:2435,HGNC:2434 HGNC:2435,
CSF2 CSF2RB,Ramilowski_2015_Literature_supported,"2828352,8278375, 2645577,",CSF2,HGNC:2434,secreted,CSF2RB,HGNC:2436,HGNC:2434 HGNC:2436,
CSF2 CSF3R,Ramilowski_2015_Literature_supported,"11091218,",CSF2,HGNC:2434,secreted,CSF3R,HGNC:2439,HGNC:2434 HGNC:2439,CellphoneDB
CSF2 IL3RA,Ramilowski_2015_Literature_supported,"7957082,",CSF2,HGNC:2434,secreted,IL3RA,HGNC:6012,HGNC:2434 HGNC:6012,
CSF2 SDC2,Ramilowski_2015_Literature_supported,"10734053,",CSF2,HGNC:2434,secreted,SDC2,HGNC:10659,HGNC:2434 HGNC:10659,
CSF3 CSF3R,Ramilowski_2015_Literature_supported,"10364174,",CSF3,HGNC:2438,secreted,CSF3R,HGNC:2439,HGNC:2438 HGNC:2439,CellphoneDB
CSH1 PRLR,Ramilowski_2015_Literature_supported,"10966654,",CSH1,HGNC:2440,secreted,PRLR,HGNC:9446,HGNC:2440 HGNC:9446,
CTF1 IL6ST,Ramilowski_2015_Literature_supported,"11834704,",CTF1,HGNC:2499,secreted,IL6ST,HGNC:6021,HGNC:2499 HGNC:6021,
CTF1 LIFR,Ramilowski_2015_Literature_supported,"11834704,",CTF1,HGNC:2499,secreted,LIFR,HGNC:6597,HGNC:2499 HGNC:6597,
CTHRC1 FZD3,Ramilowski_2015_Literature_supported,"18606138,",CTHRC1,HGNC:18831,secreted,FZD3,HGNC:4041,HGNC:18831 HGNC:4041,
CTHRC1 FZD5,Ramilowski_2015_Literature_supported,"18606138,",CTHRC1,HGNC:18831,secreted,FZD5,HGNC:4043,HGNC:18831 HGNC:4043,
CTHRC1 FZD6,Ramilowski_2015_Literature_supported,"18606138,",CTHRC1,HGNC:18831,secreted,FZD6,HGNC:4044,HGNC:18831 HGNC:4044,
CTHRC1 ROR2,Hou et al. 2020 (this publication),"18606138,",CTHRC1,HGNC:18831,secreted,ROR2,HGNC:10257,HGNC:18831 HGNC:10257,
CX3CL1 CX3CR1,Ramilowski_2015_Literature_supported,"11432858,14607932,9931005, 9390561,",CX3CL1,HGNC:10647,secreted,CX3CR1,HGNC:2558,HGNC:10647 HGNC:2558,CellphoneDB
CX3CL1 ITGAV,Hou et al. 2020 (this publication),"24789099,",CX3CL1,HGNC:10647,secreted,ITGAV,HGNC:6150,HGNC:10647 HGNC:6150,
CX3CL1 ITGB3,Hou et al. 2020 (this publication),"24789099,",CX3CL1,HGNC:10647,secreted,ITGB3,HGNC:6156,HGNC:10647 HGNC:6156,
CXADR CXADR,Baccin et al. 2020 (RNA-Magnet),"10814828,",CXADR,HGNC:2559,plasma membrane,CXADR,HGNC:2559,HGNC:2559 HGNC:2559,
CXADR JAML,Baccin et al. 2020 (RNA-Magnet),"15800062,",CXADR,HGNC:2559,plasma membrane,JAML,HGNC:19084,HGNC:2559 HGNC:19084,
CXCL1 ACKR1,Ramilowski_2015_Literature_supported,"12734373,7592830,",CXCL1,HGNC:4602,secreted,ACKR1,HGNC:4035,HGNC:4602 HGNC:4035,CellphoneDB_flipped
CXCL1 CXCR1,Ramilowski_2015_Literature_supported,"12964882,1379593,1379593, 8702798,",CXCL1,HGNC:4602,secreted,CXCR1,HGNC:6026,HGNC:4602 HGNC:6026,CellphoneDB
CXCL1 CXCR2,Ramilowski_2015_Literature_supported,"1379593, 10188995, 8940121,8550564, 8940121, 8702798, 1379593,",CXCL1,HGNC:4602,secreted,CXCR2,HGNC:6027,HGNC:4602 HGNC:6027,CellphoneDB
CXCL10 CCR3,Ramilowski_2015_Literature_supported,"11110785,",CXCL10,HGNC:10637,secreted,CCR3,HGNC:1604,HGNC:10637 HGNC:1604,
CXCL10 CXCR3,Ramilowski_2015_Literature_supported,"9064356, 12884299,9660793, 15761110,12571234, 10233762,",CXCL10,HGNC:10637,secreted,CXCR3,HGNC:4540,HGNC:10637 HGNC:4540,CellphoneDB
CXCL10 SDC4,Ramilowski_2015_Literature_supported,"20484822,",CXCL10,HGNC:10637,secreted,SDC4,HGNC:10661,HGNC:10637 HGNC:10661,
CXCL11 ACKR3,Ramilowski_2015_Literature_supported,"27875312, 29180449, 29386406, ",CXCL11,HGNC:10638,secreted,ACKR3,HGNC:23692,HGNC:10638 HGNC:23692,CellphoneDB
CXCL11 CCR3,Ramilowski_2015_Literature_supported,"11110785,",CXCL11,HGNC:10638,secreted,CCR3,HGNC:1604,HGNC:10638 HGNC:1604,
CXCL11 CXCR3,Ramilowski_2015_Literature_supported,"12884299,15761110,15273303, 9625760,",CXCL11,HGNC:10638,secreted,CXCR3,HGNC:4540,HGNC:10638 HGNC:4540,CellphoneDB
CXCL12 ACKR3,Ramilowski_2015_Literature_supported,"16107333,20956518, 23396314,",CXCL12,HGNC:10672,secreted,ACKR3,HGNC:23692,HGNC:10672 HGNC:23692,CellphoneDB
CXCL12 CD4,Ramilowski_2015_Literature_supported,"10600606,",CXCL12,HGNC:10672,secreted,CD4,HGNC:1678,HGNC:10672 HGNC:1678,
CXCL12 CXCR3,Ramilowski_2015_Literature_supported,"9660793,9660793,",CXCL12,HGNC:10672,secreted,CXCR3,HGNC:4540,HGNC:10672 HGNC:4540,CellphoneDB
CXCL12 CXCR4,Ramilowski_2015_Literature_supported,"8752280, 12714578,9551924, 9712844,10233851, 8752281,",CXCL12,HGNC:10672,secreted,CXCR4,HGNC:2561,HGNC:10672 HGNC:2561,CellphoneDB
CXCL12 ITGA4,Hou et al. 2020 (this publication),"29301984,",CXCL12,HGNC:10672,secreted,ITGA4,HGNC:6140,HGNC:10672 HGNC:6140,
CXCL12 ITGA5,Hou et al. 2020 (this publication),"29301984,",CXCL12,HGNC:10672,secreted,ITGA5,HGNC:6141,HGNC:10672 HGNC:6141,
CXCL12 ITGAV,Hou et al. 2020 (this publication),"29301984,",CXCL12,HGNC:10672,secreted,ITGAV,HGNC:6150,HGNC:10672 HGNC:6150,
CXCL12 ITGB1,Ramilowski_2015_Literature_supported,"18448868,",CXCL12,HGNC:10672,secreted,ITGB1,HGNC:6153,HGNC:10672 HGNC:6153,
CXCL12 ITGB3,Hou et al. 2020 (this publication),"29301984,",CXCL12,HGNC:10672,secreted,ITGB3,HGNC:6156,HGNC:10672 HGNC:6156,
CXCL13 ACKR4,Ramilowski_2015_Literature_supported,"10706668,",CXCL13,HGNC:10639,secreted,ACKR4,HGNC:1611,HGNC:10639 HGNC:1611,CellphoneDB
CXCL13 CCR10,Ramilowski_2015_Literature_supported,"10706668,",CXCL13,HGNC:10639,secreted,CCR10,HGNC:4474,HGNC:10639 HGNC:4474,
CXCL13 CXCR3,Ramilowski_2015_Literature_supported,"11554781,",CXCL13,HGNC:10639,secreted,CXCR3,HGNC:4540,HGNC:10639 HGNC:4540,
CXCL13 CXCR5,Ramilowski_2015_Literature_supported,"9463416,9486651, 9463416,",CXCL13,HGNC:10639,secreted,CXCR5,HGNC:1060,HGNC:10639 HGNC:1060,CellphoneDB
CXCL14 CXCR4,Hou et al. 2020 (this publication),"28360196,",CXCL14,HGNC:10640,secreted,CXCR4,HGNC:2561,HGNC:10640 HGNC:2561,
CXCL16 CXCR6,Ramilowski_2015_Literature_supported,"14625285,11290797,11017100, 11290797,",CXCL16,HGNC:16642,secreted,CXCR6,HGNC:16647,HGNC:16642 HGNC:16647,CellphoneDB
CXCL17 GPR35,Efremova et al. 2020 (CellphoneDB),"25411203 , ",CXCL17,HGNC:19232,secreted,GPR35,HGNC:4492,HGNC:19232 HGNC:4492,
CXCL2 CXCR1,Ramilowski_2015_Literature_supported,"12964882,9260277,",CXCL2,HGNC:4603,secreted,CXCR1,HGNC:6026,HGNC:4603 HGNC:6026,
CXCL2 CXCR2,Ramilowski_2015_Literature_supported,"8702798,8702798, 9260277,",CXCL2,HGNC:4603,secreted,CXCR2,HGNC:6027,HGNC:4603 HGNC:6027,CellphoneDB
CXCL2 XCR1,Ramilowski_2015_Literature_supported,"10518929,",CXCL2,HGNC:4603,secreted,XCR1,HGNC:1625,HGNC:4603 HGNC:1625,
CXCL3 CXCR1,Ramilowski_2015_Literature_supported,"12964882,8702798,",CXCL3,HGNC:4604,secreted,CXCR1,HGNC:6026,HGNC:4604 HGNC:6026,
CXCL3 CXCR2,Ramilowski_2015_Literature_supported,"8702798,8702798,",CXCL3,HGNC:4604,secreted,CXCR2,HGNC:6027,HGNC:4604 HGNC:6027,CellphoneDB
CXCL5 ACKR1,Ramilowski_2015_Literature_supported,"13679391,",CXCL5,HGNC:10642,secreted,ACKR1,HGNC:4035,HGNC:10642 HGNC:4035,
CXCL5 CXCR1,Ramilowski_2015_Literature_supported,"12964882,9692902, 8702798,",CXCL5,HGNC:10642,secreted,CXCR1,HGNC:6026,HGNC:10642 HGNC:6026,CellphoneDB
CXCL5 CXCR2,Ramilowski_2015_Literature_supported,"8702798,9692902, 8702798,",CXCL5,HGNC:10642,secreted,CXCR2,HGNC:6027,HGNC:10642 HGNC:6027,CellphoneDB
CXCL6 CXCR1,Ramilowski_2015_Literature_supported,"12964882,9692902,10593335, 9692902,",CXCL6,HGNC:10643,secreted,CXCR1,HGNC:6026,HGNC:10643 HGNC:6026,CellphoneDB
CXCL6 CXCR2,Ramilowski_2015_Literature_supported,"12964882,9692902,10593335, 9692902,",CXCL6,HGNC:10643,secreted,CXCR2,HGNC:6027,HGNC:10643 HGNC:6027,CellphoneDB
CXCL8 ACKR1,Ramilowski_2015_Literature_supported,"9921412, 17416748,",CXCL8,HGNC:6025,secreted,ACKR1,HGNC:4035,HGNC:6025 HGNC:4035,CellphoneDB_flipped
CXCL8 CXCR1,Ramilowski_2015_Literature_supported,"8137938,1379593, 10188995, 15946947, 8940121, 15282370,1840701,",CXCL8,HGNC:6025,secreted,CXCR1,HGNC:6026,HGNC:6025 HGNC:6026,CellphoneDB
CXCL8 CXCR2,Ramilowski_2015_Literature_supported,"11511101),1379593, 10188995, 15946947, 8940121, 15282370,9464567, 8702798, 8626516,",CXCL8,HGNC:6025,secreted,CXCR2,HGNC:6027,HGNC:6025 HGNC:6027,CellphoneDB
CXCL8 SDC1,Ramilowski_2015_Literature_supported,"12902511,",CXCL8,HGNC:6025,secreted,SDC1,HGNC:10658,HGNC:6025 HGNC:10658,
CXCL8 SDC2,Ramilowski_2015_Literature_supported,"14527339,",CXCL8,HGNC:6025,secreted,SDC2,HGNC:10659,HGNC:6025 HGNC:10659,
CXCL9 CCR3,Ramilowski_2015_Literature_supported,"11110785,",CXCL9,HGNC:7098,secreted,CCR3,HGNC:1604,HGNC:7098 HGNC:1604,
CXCL9 CXCR3,Ramilowski_2015_Literature_supported,"12884299,9660793, 15761110,9660793, 12782716,",CXCL9,HGNC:7098,secreted,CXCR3,HGNC:4540,HGNC:7098 HGNC:4540,CellphoneDB
CYTL1 CCR2,Hou et al. 2020 (this publication),"27084102,",CYTL1,HGNC:24435,secreted,CCR2,HGNC:1603,HGNC:24435 HGNC:1603,
DAG1 LAMA4,Baccin et al. 2020 (RNA-Magnet),"27614294,",DAG1,HGNC:2666,ECM,LAMA4,HGNC:6484,HGNC:2666 HGNC:6484,
DCN EGFR,Ramilowski_2015_Literature_supported,"12105206, 9988678,",DCN,HGNC:2705,secreted,EGFR,HGNC:3236,HGNC:2705 HGNC:3236,
DCN ERBB4,Ramilowski_2015_Literature_supported,"10942781,",DCN,HGNC:2705,secreted,ERBB4,HGNC:3432,HGNC:2705 HGNC:3432,
DCN MET,Ramilowski_2015_Literature_supported,"10942781,",DCN,HGNC:2705,secreted,MET,HGNC:7029,HGNC:2705 HGNC:7029,
DCN TLR2,Hou et al. 2020 (this publication),"22087031,",DCN,HGNC:2705,secreted,TLR2,HGNC:11848,HGNC:2705 HGNC:11848,
DCN TLR4,Hou et al. 2020 (this publication),"22087031,",DCN,HGNC:2705,secreted,TLR4,HGNC:11850,HGNC:2705 HGNC:11850,
DEFB1 CCR6,Ramilowski_2015_Literature_supported,"12149255,",DEFB1,HGNC:2766,secreted,CCR6,HGNC:1607,HGNC:2766 HGNC:1607,
DEFB103A CCR6,Ramilowski_2015_Literature_supported,"11714836,",DEFB103A,HGNC:15967,secreted,CCR6,HGNC:1607,HGNC:15967 HGNC:1607,
DEFB103B CCR2,Ramilowski_2015_Literature_supported,"23390582,",DEFB103B,HGNC:31702,secreted,CCR2,HGNC:1603,HGNC:31702 HGNC:1603,
DEFB103B CCR6,Ramilowski_2015_Literature_supported,"23390582,",DEFB103B,HGNC:31702,secreted,CCR6,HGNC:1607,HGNC:31702 HGNC:1607,
DEFB106A CCR2,Cabello-Aguilar et al. 2020 (SingleCellSignalR),"23938203,",DEFB106A,HGNC:18088,secreted,CCR2,HGNC:1603,HGNC:18088 HGNC:1603,
DEFB4A CCR6,Ramilowski_2015_Literature_supported,"10521347,11714836,",DEFB4A,HGNC:2767,secreted,CCR6,HGNC:1607,HGNC:2767 HGNC:1607,
DEFB4A TLR4,Ramilowski_2015_Literature_supported,"12411706,",DEFB4A,HGNC:2767,secreted,TLR4,HGNC:11850,HGNC:2767 HGNC:11850,
DEFB4B CCR6,Ramilowski_2015_Literature_supported,"10521347,",DEFB4B,HGNC:30193,secreted,CCR6,HGNC:1607,HGNC:30193 HGNC:1607,
DHH BOC,Ramilowski_2015_Literature_supported,"20519495,",DHH,HGNC:2865,secreted,BOC,HGNC:17173,HGNC:2865 HGNC:17173,
DHH CDON,Ramilowski_2015_Literature_supported,"20519495,",DHH,HGNC:2865,secreted,CDON,HGNC:17104,HGNC:2865 HGNC:17104,
DHH HHIP,Ramilowski_2015_Literature_supported,"10050855,10050855, 11435703,",DHH,HGNC:2865,secreted,HHIP,HGNC:14866,HGNC:2865 HGNC:14866,
DHH PTCH1,Ramilowski_2015_Literature_supported,"9811851,",DHH,HGNC:2865,secreted,PTCH1,HGNC:9585,HGNC:2865 HGNC:9585,
DHH PTCH2,Ramilowski_2015_Literature_supported,"9811851,9811851,",DHH,HGNC:2865,secreted,PTCH2,HGNC:9586,HGNC:2865 HGNC:9586,
DKK1 KREMEN1,Ramilowski_2015_Literature_supported,"12050670,12050670,",DKK1,HGNC:2891,secreted,KREMEN1,HGNC:17550,HGNC:2891 HGNC:17550,
DKK1 KREMEN2,Ramilowski_2015_Literature_supported,"12050670,",DKK1,HGNC:2891,secreted,KREMEN2,HGNC:18797,HGNC:2891 HGNC:18797,
DKK1 LRP4,Hou et al. 2020 (this publication),"19936252,",DKK1,HGNC:2891,secreted,LRP4,HGNC:6696,HGNC:2891 HGNC:6696,
DKK1 LRP5,Ramilowski_2015_Literature_supported,"11448771,",DKK1,HGNC:2891,secreted,LRP5,HGNC:6697,HGNC:2891 HGNC:6697,
DKK1 LRP6,Ramilowski_2015_Literature_supported,"11357136,11357136, 11448771,",DKK1,HGNC:2891,secreted,LRP6,HGNC:6698,HGNC:2891 HGNC:6698,
DKK2 KREMEN1,Hou et al. 2020 (this publication),"23484855,",DKK2,HGNC:2892,secreted,KREMEN1,HGNC:17550,HGNC:2892 HGNC:17550,
DKK2 KREMEN2,Ramilowski_2015_Literature_supported,"12527209,",DKK2,HGNC:2892,secreted,KREMEN2,HGNC:18797,HGNC:2892 HGNC:18797,
DKK2 LRP5,Hou et al. 2020 (this publication),"22589387,",DKK2,HGNC:2892,secreted,LRP5,HGNC:6697,HGNC:2892 HGNC:6697,
DKK2 LRP6,Ramilowski_2015_Literature_supported,"11357136,11742004, 11357136,",DKK2,HGNC:2892,secreted,LRP6,HGNC:6698,HGNC:2892 HGNC:6698,
DKK4 KREMEN1,Hou et al. 2020 (this publication),"29925589,",DKK4,HGNC:2894,secreted,KREMEN1,HGNC:17550,HGNC:2894 HGNC:17550,
DKK4 KREMEN2,Hou et al. 2020 (this publication),"12527209,",DKK4,HGNC:2894,secreted,KREMEN2,HGNC:18797,HGNC:2894 HGNC:18797,
DKK4 LRP6,Hou et al. 2020 (this publication),"29925589,",DKK4,HGNC:2894,secreted,LRP6,HGNC:6698,HGNC:2894 HGNC:6698,
DLK1 NOTCH1,Ramilowski_2015_Literature_supported,"21419176,",DLK1,HGNC:2907,plasma membrane; secreted,NOTCH1,HGNC:7881,HGNC:2907 HGNC:7881,CellphoneDB
DLK1 NOTCH2,Efremova et al. 2020 (CellphoneDB),"22353464,",DLK1,HGNC:2907,plasma membrane; secreted,NOTCH2,HGNC:7882,HGNC:2907 HGNC:7882,Ramilowski_2015_Putative
DLK1 NOTCH3,Efremova et al. 2020 (CellphoneDB),"22353464,",DLK1,HGNC:2907,plasma membrane; secreted,NOTCH3,HGNC:7883,HGNC:2907 HGNC:7883,Ramilowski_2015_Putative
DLK1 NOTCH4,Efremova et al. 2020 (CellphoneDB),"22353464,",DLK1,HGNC:2907,plasma membrane; secreted,NOTCH4,HGNC:7884,HGNC:2907 HGNC:7884,Ramilowski_2015_Putative
DLK2 NOTCH1,Ramilowski_2015_Literature_supported,"21419176,",DLK2,HGNC:21113,plasma membrane,NOTCH1,HGNC:7881,HGNC:21113 HGNC:7881,
DLL1 NOTCH1,Ramilowski_2015_Literature_supported,"9819428,11006133,",DLL1,HGNC:2908,plasma membrane,NOTCH1,HGNC:7881,HGNC:2908 HGNC:7881,CellphoneDB
DLL1 NOTCH2,Ramilowski_2015_Literature_supported,"10958687,",DLL1,HGNC:2908,plasma membrane,NOTCH2,HGNC:7882,HGNC:2908 HGNC:7882,CellphoneDB_flipped
DLL1 NOTCH3,Ramilowski_2015_Literature_supported,"12482954, 11006133,",DLL1,HGNC:2908,plasma membrane,NOTCH3,HGNC:7883,HGNC:2908 HGNC:7883,CellphoneDB
DLL1 NOTCH4,Efremova et al. 2020 (CellphoneDB),"22353464,",DLL1,HGNC:2908,plasma membrane,NOTCH4,HGNC:7884,HGNC:2908 HGNC:7884,Ramilowski_2015_Putative
DLL3 NOTCH1,Efremova et al. 2020 (CellphoneDB),"22353464,",DLL3,HGNC:2909,plasma membrane,NOTCH1,HGNC:7881,HGNC:2909 HGNC:7881,Ramilowski_2015_Putative
DLL3 NOTCH2,Efremova et al. 2020 (CellphoneDB),"22353464,",DLL3,HGNC:2909,plasma membrane,NOTCH2,HGNC:7882,HGNC:2909 HGNC:7882,Ramilowski_2015_Putative
DLL3 NOTCH3,Efremova et al. 2020 (CellphoneDB),"22353464,",DLL3,HGNC:2909,plasma membrane,NOTCH3,HGNC:7883,HGNC:2909 HGNC:7883,Ramilowski_2015_Putative
DLL3 NOTCH4,Efremova et al. 2020 (CellphoneDB),"22353464,",DLL3,HGNC:2909,plasma membrane,NOTCH4,HGNC:7884,HGNC:2909 HGNC:7884,Ramilowski_2015_Putative
DLL4 NOTCH1,Ramilowski_2015_Literature_supported,"16219802,10837024, 11739188,",DLL4,HGNC:2910,plasma membrane,NOTCH1,HGNC:7881,HGNC:2910 HGNC:7881,CellphoneDB
DLL4 NOTCH2,Ramilowski_2015_Literature_supported,"22842086,",DLL4,HGNC:2910,plasma membrane,NOTCH2,HGNC:7882,HGNC:2910 HGNC:7882,CellphoneDB
DLL4 NOTCH3,Ramilowski_2015_Literature_supported,"18182388,",DLL4,HGNC:2910,plasma membrane,NOTCH3,HGNC:7883,HGNC:2910 HGNC:7883,CellphoneDB
DLL4 NOTCH4,Ramilowski_2015_Literature_supported,"16219802,12814948,",DLL4,HGNC:2910,plasma membrane,NOTCH4,HGNC:7884,HGNC:2910 HGNC:7884,CellphoneDB
DNAJB11 PRTG,Hou et al. 2020 (this publication),"20335479,",DNAJB11,HGNC:14889,plasma membrane,PRTG,HGNC:26373,HGNC:14889 HGNC:26373,
DSC1 DSG1,Efremova et al. 2020 (CellphoneDB),"27298358,",DSC1,HGNC:3035,plasma membrane,DSG1,HGNC:3048,HGNC:3035 HGNC:3048,
DSC1 DSG2,Efremova et al. 2020 (CellphoneDB),"27298358,",DSC1,HGNC:3035,plasma membrane,DSG2,HGNC:3049,HGNC:3035 HGNC:3049,
